k,algorithm,edge_group,split,dynamic_stage,value
1,BFS2Vec,doi_bioActivity,0.8,3rd,0.0625
1,BFS2Vec,doi_bioActivity,0.8,4th,0.030303030303030304
1,BFS2Vec,doi_bioActivity,0.8,1st,0.043478260869565216
1,BFS2Vec,doi_bioActivity,0.8,2nd,0.0
1,BFS2Vec,doi_bioActivity,0.8,3rd,0.015151515151515152
1,BFS2Vec,doi_bioActivity,0.8,4th,0.03333333333333333
1,BFS2Vec,doi_bioActivity,0.8,1st,0.049689440993788817
1,BFS2Vec,doi_bioActivity,0.8,2nd,0.038834951456310676
1,BFS2Vec,doi_bioActivity,0.8,3rd,0.031746031746031744
1,BFS2Vec,doi_bioActivity,0.8,4th,0.034482758620689655
1,BFS2Vec,doi_bioActivity,0.8,1st,0.13664596273291926
1,BFS2Vec,doi_bioActivity,0.8,2nd,0.058823529411764705
1,BFS2Vec,doi_bioActivity,0.8,3rd,0.015384615384615385
1,BFS2Vec,doi_bioActivity,0.8,4th,0.03225806451612903
1,BFS2Vec,doi_bioActivity,0.8,1st,0.0
1,BFS2Vec,doi_bioActivity,0.8,2nd,0.019801980198019802
1,BFS2Vec,doi_bioActivity,0.8,3rd,0.03125
1,BFS2Vec,doi_bioActivity,0.8,4th,0.0
1,BFS2Vec,doi_bioActivity,0.8,1st,0.08695652173913043
1,BFS2Vec,doi_bioActivity,0.8,2nd,0.01020408163265306
1,BFS2Vec,doi_bioActivity,0.8,3rd,0.0
1,BFS2Vec,doi_bioActivity,0.8,4th,0.0
1,BFS2Vec,doi_bioActivity,0.8,1st,0.024844720496894408
1,BFS2Vec,doi_bioActivity,0.8,2nd,0.0
1,BFS2Vec,doi_bioActivity,0.8,3rd,0.015384615384615385
1,BFS2Vec,doi_bioActivity,0.8,4th,0.034482758620689655
1,BFS2Vec,doi_bioActivity,0.8,1st,0.037267080745341616
1,BFS2Vec,doi_bioActivity,0.8,2nd,0.02040816326530612
1,BFS2Vec,doi_bioActivity,0.8,3rd,0.0
1,BFS2Vec,doi_bioActivity,0.8,4th,0.0
1,BFS2Vec,doi_bioActivity,0.8,1st,0.08695652173913043
1,BFS2Vec,doi_bioActivity,0.8,2nd,0.009433962264150943
1,BFS2Vec,doi_bioActivity,0.8,3rd,0.0
1,BFS2Vec,doi_bioActivity,0.8,4th,0.0
5,BFS2Vec,doi_bioActivity,0.8,1st,0.5652173913043478
5,BFS2Vec,doi_bioActivity,0.8,2nd,0.14953271028037382
5,BFS2Vec,doi_bioActivity,0.8,3rd,0.11428571428571428
5,BFS2Vec,doi_bioActivity,0.8,4th,0.15151515151515152
5,BFS2Vec,doi_bioActivity,0.8,1st,0.2857142857142857
5,BFS2Vec,doi_bioActivity,0.8,2nd,0.09473684210526316
5,BFS2Vec,doi_bioActivity,0.8,3rd,0.15625
5,BFS2Vec,doi_bioActivity,0.8,4th,0.12121212121212122
5,BFS2Vec,doi_bioActivity,0.8,1st,0.36645962732919257
5,BFS2Vec,doi_bioActivity,0.8,2nd,0.07
5,BFS2Vec,doi_bioActivity,0.8,3rd,0.10606060606060606
5,BFS2Vec,doi_bioActivity,0.8,4th,0.06666666666666667
5,BFS2Vec,doi_bioActivity,0.8,1st,0.35403726708074534
5,BFS2Vec,doi_bioActivity,0.8,2nd,0.1650485436893204
5,BFS2Vec,doi_bioActivity,0.8,3rd,0.1111111111111111
5,BFS2Vec,doi_bioActivity,0.8,4th,0.1724137931034483
5,BFS2Vec,doi_bioActivity,0.8,1st,0.4782608695652174
5,BFS2Vec,doi_bioActivity,0.8,2nd,0.16666666666666666
5,BFS2Vec,doi_bioActivity,0.8,3rd,0.07692307692307693
5,BFS2Vec,doi_bioActivity,0.8,4th,0.12903225806451613
5,BFS2Vec,doi_bioActivity,0.8,1st,0.19254658385093168
5,BFS2Vec,doi_bioActivity,0.8,2nd,0.0594059405940594
5,BFS2Vec,doi_bioActivity,0.8,3rd,0.125
5,BFS2Vec,doi_bioActivity,0.8,4th,0.1
5,BFS2Vec,doi_bioActivity,0.8,1st,0.32298136645962733
5,BFS2Vec,doi_bioActivity,0.8,2nd,0.12244897959183673
5,BFS2Vec,doi_bioActivity,0.8,3rd,0.06349206349206349
5,BFS2Vec,doi_bioActivity,0.8,4th,0.09090909090909091
5,BFS2Vec,doi_bioActivity,0.8,1st,0.37888198757763975
5,BFS2Vec,doi_bioActivity,0.8,2nd,0.09433962264150944
5,BFS2Vec,doi_bioActivity,0.8,3rd,0.07692307692307693
5,BFS2Vec,doi_bioActivity,0.8,4th,0.06896551724137931
5,BFS2Vec,doi_bioActivity,0.8,1st,0.37267080745341613
5,BFS2Vec,doi_bioActivity,0.8,2nd,0.09183673469387756
5,BFS2Vec,doi_bioActivity,0.8,3rd,0.08196721311475409
5,BFS2Vec,doi_bioActivity,0.8,4th,0.10344827586206896
5,BFS2Vec,doi_bioActivity,0.8,1st,0.37267080745341613
5,BFS2Vec,doi_bioActivity,0.8,2nd,0.08490566037735849
5,BFS2Vec,doi_bioActivity,0.8,3rd,0.16923076923076924
5,BFS2Vec,doi_bioActivity,0.8,4th,0.0
10,BFS2Vec,doi_bioActivity,0.8,1st,0.6956521739130435
10,BFS2Vec,doi_bioActivity,0.8,2nd,0.29906542056074764
10,BFS2Vec,doi_bioActivity,0.8,3rd,0.2571428571428571
10,BFS2Vec,doi_bioActivity,0.8,4th,0.30303030303030304
10,BFS2Vec,doi_bioActivity,0.8,1st,0.6459627329192547
10,BFS2Vec,doi_bioActivity,0.8,2nd,0.28421052631578947
10,BFS2Vec,doi_bioActivity,0.8,3rd,0.203125
10,BFS2Vec,doi_bioActivity,0.8,4th,0.30303030303030304
10,BFS2Vec,doi_bioActivity,0.8,1st,0.6956521739130435
10,BFS2Vec,doi_bioActivity,0.8,2nd,0.19
10,BFS2Vec,doi_bioActivity,0.8,3rd,0.3333333333333333
10,BFS2Vec,doi_bioActivity,0.8,4th,0.23333333333333334
10,BFS2Vec,doi_bioActivity,0.8,1st,0.7950310559006211
10,BFS2Vec,doi_bioActivity,0.8,2nd,0.36893203883495146
10,BFS2Vec,doi_bioActivity,0.8,3rd,0.20634920634920634
10,BFS2Vec,doi_bioActivity,0.8,4th,0.3448275862068966
10,BFS2Vec,doi_bioActivity,0.8,1st,0.7204968944099379
10,BFS2Vec,doi_bioActivity,0.8,2nd,0.28431372549019607
10,BFS2Vec,doi_bioActivity,0.8,3rd,0.3230769230769231
10,BFS2Vec,doi_bioActivity,0.8,4th,0.3225806451612903
10,BFS2Vec,doi_bioActivity,0.8,1st,0.7515527950310559
10,BFS2Vec,doi_bioActivity,0.8,2nd,0.13861386138613863
10,BFS2Vec,doi_bioActivity,0.8,3rd,0.375
10,BFS2Vec,doi_bioActivity,0.8,4th,0.23333333333333334
10,BFS2Vec,doi_bioActivity,0.8,1st,0.7080745341614907
10,BFS2Vec,doi_bioActivity,0.8,2nd,0.29591836734693877
10,BFS2Vec,doi_bioActivity,0.8,3rd,0.15873015873015872
10,BFS2Vec,doi_bioActivity,0.8,4th,0.21212121212121213
10,BFS2Vec,doi_bioActivity,0.8,1st,0.7267080745341615
10,BFS2Vec,doi_bioActivity,0.8,2nd,0.2169811320754717
10,BFS2Vec,doi_bioActivity,0.8,3rd,0.15384615384615385
10,BFS2Vec,doi_bioActivity,0.8,4th,0.2413793103448276
10,BFS2Vec,doi_bioActivity,0.8,1st,0.6459627329192547
10,BFS2Vec,doi_bioActivity,0.8,2nd,0.22448979591836735
10,BFS2Vec,doi_bioActivity,0.8,3rd,0.18032786885245902
10,BFS2Vec,doi_bioActivity,0.8,4th,0.27586206896551724
10,BFS2Vec,doi_bioActivity,0.8,1st,0.7204968944099379
10,BFS2Vec,doi_bioActivity,0.8,2nd,0.16981132075471697
10,BFS2Vec,doi_bioActivity,0.8,3rd,0.3076923076923077
10,BFS2Vec,doi_bioActivity,0.8,4th,0.2
15,BFS2Vec,doi_bioActivity,0.8,1st,0.7453416149068323
15,BFS2Vec,doi_bioActivity,0.8,2nd,0.4953271028037383
15,BFS2Vec,doi_bioActivity,0.8,3rd,0.45714285714285713
15,BFS2Vec,doi_bioActivity,0.8,4th,0.48484848484848486
15,BFS2Vec,doi_bioActivity,0.8,1st,0.7329192546583851
15,BFS2Vec,doi_bioActivity,0.8,2nd,0.43157894736842106
15,BFS2Vec,doi_bioActivity,0.8,3rd,0.4375
15,BFS2Vec,doi_bioActivity,0.8,4th,0.48484848484848486
15,BFS2Vec,doi_bioActivity,0.8,1st,0.8136645962732919
15,BFS2Vec,doi_bioActivity,0.8,2nd,0.27
15,BFS2Vec,doi_bioActivity,0.8,3rd,0.42424242424242425
15,BFS2Vec,doi_bioActivity,0.8,4th,0.36666666666666664
15,BFS2Vec,doi_bioActivity,0.8,1st,0.8198757763975155
15,BFS2Vec,doi_bioActivity,0.8,2nd,0.6116504854368932
15,BFS2Vec,doi_bioActivity,0.8,3rd,0.36507936507936506
15,BFS2Vec,doi_bioActivity,0.8,4th,0.6896551724137931
15,BFS2Vec,doi_bioActivity,0.8,1st,0.7763975155279503
15,BFS2Vec,doi_bioActivity,0.8,2nd,0.4019607843137255
15,BFS2Vec,doi_bioActivity,0.8,3rd,0.4307692307692308
15,BFS2Vec,doi_bioActivity,0.8,4th,0.5161290322580645
15,BFS2Vec,doi_bioActivity,0.8,1st,0.7950310559006211
15,BFS2Vec,doi_bioActivity,0.8,2nd,0.26732673267326734
15,BFS2Vec,doi_bioActivity,0.8,3rd,0.515625
15,BFS2Vec,doi_bioActivity,0.8,4th,0.36666666666666664
15,BFS2Vec,doi_bioActivity,0.8,1st,0.7515527950310559
15,BFS2Vec,doi_bioActivity,0.8,2nd,0.4387755102040816
15,BFS2Vec,doi_bioActivity,0.8,3rd,0.31746031746031744
15,BFS2Vec,doi_bioActivity,0.8,4th,0.42424242424242425
15,BFS2Vec,doi_bioActivity,0.8,1st,0.7577639751552795
15,BFS2Vec,doi_bioActivity,0.8,2nd,0.44339622641509435
15,BFS2Vec,doi_bioActivity,0.8,3rd,0.26153846153846155
15,BFS2Vec,doi_bioActivity,0.8,4th,0.4482758620689655
15,BFS2Vec,doi_bioActivity,0.8,1st,0.6770186335403726
15,BFS2Vec,doi_bioActivity,0.8,2nd,0.42857142857142855
15,BFS2Vec,doi_bioActivity,0.8,3rd,0.3770491803278688
15,BFS2Vec,doi_bioActivity,0.8,4th,0.41379310344827586
15,BFS2Vec,doi_bioActivity,0.8,1st,0.7577639751552795
15,BFS2Vec,doi_bioActivity,0.8,2nd,0.3113207547169811
15,BFS2Vec,doi_bioActivity,0.8,3rd,0.46153846153846156
15,BFS2Vec,doi_bioActivity,0.8,4th,0.43333333333333335
20,BFS2Vec,doi_bioActivity,0.8,1st,0.8198757763975155
20,BFS2Vec,doi_bioActivity,0.8,2nd,0.7570093457943925
20,BFS2Vec,doi_bioActivity,0.8,3rd,0.6142857142857143
20,BFS2Vec,doi_bioActivity,0.8,4th,0.5757575757575758
20,BFS2Vec,doi_bioActivity,0.8,1st,0.84472049689441
20,BFS2Vec,doi_bioActivity,0.8,2nd,0.5789473684210527
20,BFS2Vec,doi_bioActivity,0.8,3rd,0.625
20,BFS2Vec,doi_bioActivity,0.8,4th,0.5151515151515151
20,BFS2Vec,doi_bioActivity,0.8,1st,0.8944099378881988
20,BFS2Vec,doi_bioActivity,0.8,2nd,0.5
20,BFS2Vec,doi_bioActivity,0.8,3rd,0.5606060606060606
20,BFS2Vec,doi_bioActivity,0.8,4th,0.5666666666666667
20,BFS2Vec,doi_bioActivity,0.8,1st,0.8695652173913043
20,BFS2Vec,doi_bioActivity,0.8,2nd,0.8543689320388349
20,BFS2Vec,doi_bioActivity,0.8,3rd,0.6031746031746031
20,BFS2Vec,doi_bioActivity,0.8,4th,0.7931034482758621
20,BFS2Vec,doi_bioActivity,0.8,1st,0.8136645962732919
20,BFS2Vec,doi_bioActivity,0.8,2nd,0.5686274509803921
20,BFS2Vec,doi_bioActivity,0.8,3rd,0.6615384615384615
20,BFS2Vec,doi_bioActivity,0.8,4th,0.5806451612903226
20,BFS2Vec,doi_bioActivity,0.8,1st,0.8571428571428571
20,BFS2Vec,doi_bioActivity,0.8,2nd,0.48514851485148514
20,BFS2Vec,doi_bioActivity,0.8,3rd,0.78125
20,BFS2Vec,doi_bioActivity,0.8,4th,0.5333333333333333
20,BFS2Vec,doi_bioActivity,0.8,1st,0.7701863354037267
20,BFS2Vec,doi_bioActivity,0.8,2nd,0.6020408163265306
20,BFS2Vec,doi_bioActivity,0.8,3rd,0.5396825396825397
20,BFS2Vec,doi_bioActivity,0.8,4th,0.6666666666666666
20,BFS2Vec,doi_bioActivity,0.8,1st,0.8198757763975155
20,BFS2Vec,doi_bioActivity,0.8,2nd,0.6886792452830188
20,BFS2Vec,doi_bioActivity,0.8,3rd,0.46153846153846156
20,BFS2Vec,doi_bioActivity,0.8,4th,0.6896551724137931
20,BFS2Vec,doi_bioActivity,0.8,1st,0.7204968944099379
20,BFS2Vec,doi_bioActivity,0.8,2nd,0.6530612244897959
20,BFS2Vec,doi_bioActivity,0.8,3rd,0.5901639344262295
20,BFS2Vec,doi_bioActivity,0.8,4th,0.5172413793103449
20,BFS2Vec,doi_bioActivity,0.8,1st,0.7888198757763976
20,BFS2Vec,doi_bioActivity,0.8,2nd,0.5094339622641509
20,BFS2Vec,doi_bioActivity,0.8,3rd,0.6307692307692307
20,BFS2Vec,doi_bioActivity,0.8,4th,0.5666666666666667
25,BFS2Vec,doi_bioActivity,0.8,1st,0.906832298136646
25,BFS2Vec,doi_bioActivity,0.8,2nd,0.9065420560747663
25,BFS2Vec,doi_bioActivity,0.8,3rd,0.8857142857142857
25,BFS2Vec,doi_bioActivity,0.8,4th,0.6363636363636364
25,BFS2Vec,doi_bioActivity,0.8,1st,0.9316770186335404
25,BFS2Vec,doi_bioActivity,0.8,2nd,0.7684210526315789
25,BFS2Vec,doi_bioActivity,0.8,3rd,0.84375
25,BFS2Vec,doi_bioActivity,0.8,4th,0.6666666666666666
25,BFS2Vec,doi_bioActivity,0.8,1st,0.9316770186335404
25,BFS2Vec,doi_bioActivity,0.8,2nd,0.8
25,BFS2Vec,doi_bioActivity,0.8,3rd,0.6818181818181818
25,BFS2Vec,doi_bioActivity,0.8,4th,0.8333333333333334
25,BFS2Vec,doi_bioActivity,0.8,1st,0.9316770186335404
25,BFS2Vec,doi_bioActivity,0.8,2nd,0.941747572815534
25,BFS2Vec,doi_bioActivity,0.8,3rd,0.7777777777777778
25,BFS2Vec,doi_bioActivity,0.8,4th,0.896551724137931
25,BFS2Vec,doi_bioActivity,0.8,1st,0.8881987577639752
25,BFS2Vec,doi_bioActivity,0.8,2nd,0.803921568627451
25,BFS2Vec,doi_bioActivity,0.8,3rd,0.8307692307692308
25,BFS2Vec,doi_bioActivity,0.8,4th,0.7096774193548387
25,BFS2Vec,doi_bioActivity,0.8,1st,0.9006211180124224
25,BFS2Vec,doi_bioActivity,0.8,2nd,0.7821782178217822
25,BFS2Vec,doi_bioActivity,0.8,3rd,0.921875
25,BFS2Vec,doi_bioActivity,0.8,4th,0.7666666666666667
25,BFS2Vec,doi_bioActivity,0.8,1st,0.84472049689441
25,BFS2Vec,doi_bioActivity,0.8,2nd,0.8469387755102041
25,BFS2Vec,doi_bioActivity,0.8,3rd,0.6825396825396826
25,BFS2Vec,doi_bioActivity,0.8,4th,0.7878787878787878
25,BFS2Vec,doi_bioActivity,0.8,1st,0.8571428571428571
25,BFS2Vec,doi_bioActivity,0.8,2nd,0.9150943396226415
25,BFS2Vec,doi_bioActivity,0.8,3rd,0.7076923076923077
25,BFS2Vec,doi_bioActivity,0.8,4th,0.7241379310344828
25,BFS2Vec,doi_bioActivity,0.8,1st,0.8198757763975155
25,BFS2Vec,doi_bioActivity,0.8,2nd,0.8571428571428571
25,BFS2Vec,doi_bioActivity,0.8,3rd,0.7377049180327869
25,BFS2Vec,doi_bioActivity,0.8,4th,0.6896551724137931
25,BFS2Vec,doi_bioActivity,0.8,1st,0.8385093167701864
25,BFS2Vec,doi_bioActivity,0.8,2nd,0.8867924528301887
25,BFS2Vec,doi_bioActivity,0.8,3rd,0.8307692307692308
25,BFS2Vec,doi_bioActivity,0.8,4th,0.7
30,BFS2Vec,doi_bioActivity,0.8,1st,0.968944099378882
30,BFS2Vec,doi_bioActivity,0.8,2nd,0.9719626168224299
30,BFS2Vec,doi_bioActivity,0.8,3rd,0.9714285714285714
30,BFS2Vec,doi_bioActivity,0.8,4th,0.8181818181818182
30,BFS2Vec,doi_bioActivity,0.8,1st,0.9813664596273292
30,BFS2Vec,doi_bioActivity,0.8,2nd,0.9263157894736842
30,BFS2Vec,doi_bioActivity,0.8,3rd,0.953125
30,BFS2Vec,doi_bioActivity,0.8,4th,0.8787878787878788
30,BFS2Vec,doi_bioActivity,0.8,1st,0.9875776397515528
30,BFS2Vec,doi_bioActivity,0.8,2nd,0.97
30,BFS2Vec,doi_bioActivity,0.8,3rd,0.9545454545454546
30,BFS2Vec,doi_bioActivity,0.8,4th,0.9666666666666667
30,BFS2Vec,doi_bioActivity,0.8,1st,0.9565217391304348
30,BFS2Vec,doi_bioActivity,0.8,2nd,0.9805825242718447
30,BFS2Vec,doi_bioActivity,0.8,3rd,0.9682539682539683
30,BFS2Vec,doi_bioActivity,0.8,4th,0.9655172413793104
30,BFS2Vec,doi_bioActivity,0.8,1st,0.9875776397515528
30,BFS2Vec,doi_bioActivity,0.8,2nd,0.9705882352941176
30,BFS2Vec,doi_bioActivity,0.8,3rd,0.9846153846153847
30,BFS2Vec,doi_bioActivity,0.8,4th,0.9354838709677419
30,BFS2Vec,doi_bioActivity,0.8,1st,0.9440993788819876
30,BFS2Vec,doi_bioActivity,0.8,2nd,0.9900990099009901
30,BFS2Vec,doi_bioActivity,0.8,3rd,0.984375
30,BFS2Vec,doi_bioActivity,0.8,4th,0.9666666666666667
30,BFS2Vec,doi_bioActivity,0.8,1st,0.906832298136646
30,BFS2Vec,doi_bioActivity,0.8,2nd,1.0
30,BFS2Vec,doi_bioActivity,0.8,3rd,0.8412698412698413
30,BFS2Vec,doi_bioActivity,0.8,4th,0.8787878787878788
30,BFS2Vec,doi_bioActivity,0.8,1st,0.968944099378882
30,BFS2Vec,doi_bioActivity,0.8,2nd,0.9716981132075472
30,BFS2Vec,doi_bioActivity,0.8,3rd,0.9538461538461539
30,BFS2Vec,doi_bioActivity,0.8,4th,0.9655172413793104
30,BFS2Vec,doi_bioActivity,0.8,1st,0.937888198757764
30,BFS2Vec,doi_bioActivity,0.8,2nd,0.9693877551020408
30,BFS2Vec,doi_bioActivity,0.8,3rd,0.9672131147540983
30,BFS2Vec,doi_bioActivity,0.8,4th,0.896551724137931
30,BFS2Vec,doi_bioActivity,0.8,1st,0.9565217391304348
30,BFS2Vec,doi_bioActivity,0.8,2nd,0.9811320754716981
30,BFS2Vec,doi_bioActivity,0.8,3rd,0.9692307692307692
30,BFS2Vec,doi_bioActivity,0.8,4th,0.9
35,BFS2Vec,doi_bioActivity,0.8,1st,1.0
35,BFS2Vec,doi_bioActivity,0.8,2nd,1.0
35,BFS2Vec,doi_bioActivity,0.8,3rd,1.0
35,BFS2Vec,doi_bioActivity,0.8,4th,1.0
35,BFS2Vec,doi_bioActivity,0.8,1st,1.0
35,BFS2Vec,doi_bioActivity,0.8,2nd,1.0
35,BFS2Vec,doi_bioActivity,0.8,3rd,1.0
35,BFS2Vec,doi_bioActivity,0.8,4th,1.0
35,BFS2Vec,doi_bioActivity,0.8,1st,1.0
35,BFS2Vec,doi_bioActivity,0.8,2nd,1.0
35,BFS2Vec,doi_bioActivity,0.8,3rd,1.0
35,BFS2Vec,doi_bioActivity,0.8,4th,1.0
35,BFS2Vec,doi_bioActivity,0.8,1st,1.0
35,BFS2Vec,doi_bioActivity,0.8,2nd,1.0
35,BFS2Vec,doi_bioActivity,0.8,3rd,1.0
35,BFS2Vec,doi_bioActivity,0.8,4th,1.0
35,BFS2Vec,doi_bioActivity,0.8,1st,1.0
35,BFS2Vec,doi_bioActivity,0.8,2nd,1.0
35,BFS2Vec,doi_bioActivity,0.8,3rd,1.0
35,BFS2Vec,doi_bioActivity,0.8,4th,1.0
35,BFS2Vec,doi_bioActivity,0.8,1st,1.0
35,BFS2Vec,doi_bioActivity,0.8,2nd,1.0
35,BFS2Vec,doi_bioActivity,0.8,3rd,1.0
35,BFS2Vec,doi_bioActivity,0.8,4th,1.0
35,BFS2Vec,doi_bioActivity,0.8,1st,1.0
35,BFS2Vec,doi_bioActivity,0.8,2nd,1.0
35,BFS2Vec,doi_bioActivity,0.8,3rd,1.0
35,BFS2Vec,doi_bioActivity,0.8,4th,1.0
35,BFS2Vec,doi_bioActivity,0.8,1st,1.0
35,BFS2Vec,doi_bioActivity,0.8,2nd,1.0
35,BFS2Vec,doi_bioActivity,0.8,3rd,1.0
35,BFS2Vec,doi_bioActivity,0.8,4th,1.0
35,BFS2Vec,doi_bioActivity,0.8,1st,1.0
35,BFS2Vec,doi_bioActivity,0.8,2nd,1.0
35,BFS2Vec,doi_bioActivity,0.8,3rd,1.0
35,BFS2Vec,doi_bioActivity,0.8,4th,1.0
35,BFS2Vec,doi_bioActivity,0.8,1st,1.0
35,BFS2Vec,doi_bioActivity,0.8,2nd,1.0
35,BFS2Vec,doi_bioActivity,0.8,3rd,1.0
35,BFS2Vec,doi_bioActivity,0.8,4th,1.0
40,BFS2Vec,doi_bioActivity,0.8,1st,1.0
40,BFS2Vec,doi_bioActivity,0.8,2nd,1.0
40,BFS2Vec,doi_bioActivity,0.8,3rd,1.0
40,BFS2Vec,doi_bioActivity,0.8,4th,1.0
40,BFS2Vec,doi_bioActivity,0.8,1st,1.0
40,BFS2Vec,doi_bioActivity,0.8,2nd,1.0
40,BFS2Vec,doi_bioActivity,0.8,3rd,1.0
40,BFS2Vec,doi_bioActivity,0.8,4th,1.0
40,BFS2Vec,doi_bioActivity,0.8,1st,1.0
40,BFS2Vec,doi_bioActivity,0.8,2nd,1.0
40,BFS2Vec,doi_bioActivity,0.8,3rd,1.0
40,BFS2Vec,doi_bioActivity,0.8,4th,1.0
40,BFS2Vec,doi_bioActivity,0.8,1st,1.0
40,BFS2Vec,doi_bioActivity,0.8,2nd,1.0
40,BFS2Vec,doi_bioActivity,0.8,3rd,1.0
40,BFS2Vec,doi_bioActivity,0.8,4th,1.0
40,BFS2Vec,doi_bioActivity,0.8,1st,1.0
40,BFS2Vec,doi_bioActivity,0.8,2nd,1.0
40,BFS2Vec,doi_bioActivity,0.8,3rd,1.0
40,BFS2Vec,doi_bioActivity,0.8,4th,1.0
40,BFS2Vec,doi_bioActivity,0.8,1st,1.0
40,BFS2Vec,doi_bioActivity,0.8,2nd,1.0
40,BFS2Vec,doi_bioActivity,0.8,3rd,1.0
40,BFS2Vec,doi_bioActivity,0.8,4th,1.0
40,BFS2Vec,doi_bioActivity,0.8,1st,1.0
40,BFS2Vec,doi_bioActivity,0.8,2nd,1.0
40,BFS2Vec,doi_bioActivity,0.8,3rd,1.0
40,BFS2Vec,doi_bioActivity,0.8,4th,1.0
40,BFS2Vec,doi_bioActivity,0.8,1st,1.0
40,BFS2Vec,doi_bioActivity,0.8,2nd,1.0
40,BFS2Vec,doi_bioActivity,0.8,3rd,1.0
40,BFS2Vec,doi_bioActivity,0.8,4th,1.0
40,BFS2Vec,doi_bioActivity,0.8,1st,1.0
40,BFS2Vec,doi_bioActivity,0.8,2nd,1.0
40,BFS2Vec,doi_bioActivity,0.8,3rd,1.0
40,BFS2Vec,doi_bioActivity,0.8,4th,1.0
40,BFS2Vec,doi_bioActivity,0.8,1st,1.0
40,BFS2Vec,doi_bioActivity,0.8,2nd,1.0
40,BFS2Vec,doi_bioActivity,0.8,3rd,1.0
40,BFS2Vec,doi_bioActivity,0.8,4th,1.0
45,BFS2Vec,doi_bioActivity,0.8,1st,1.0
45,BFS2Vec,doi_bioActivity,0.8,2nd,1.0
45,BFS2Vec,doi_bioActivity,0.8,3rd,1.0
45,BFS2Vec,doi_bioActivity,0.8,4th,1.0
45,BFS2Vec,doi_bioActivity,0.8,1st,1.0
45,BFS2Vec,doi_bioActivity,0.8,2nd,1.0
45,BFS2Vec,doi_bioActivity,0.8,3rd,1.0
45,BFS2Vec,doi_bioActivity,0.8,4th,1.0
45,BFS2Vec,doi_bioActivity,0.8,1st,1.0
45,BFS2Vec,doi_bioActivity,0.8,2nd,1.0
45,BFS2Vec,doi_bioActivity,0.8,3rd,1.0
45,BFS2Vec,doi_bioActivity,0.8,4th,1.0
45,BFS2Vec,doi_bioActivity,0.8,1st,1.0
45,BFS2Vec,doi_bioActivity,0.8,2nd,1.0
45,BFS2Vec,doi_bioActivity,0.8,3rd,1.0
45,BFS2Vec,doi_bioActivity,0.8,4th,1.0
45,BFS2Vec,doi_bioActivity,0.8,1st,1.0
45,BFS2Vec,doi_bioActivity,0.8,2nd,1.0
45,BFS2Vec,doi_bioActivity,0.8,3rd,1.0
45,BFS2Vec,doi_bioActivity,0.8,4th,1.0
45,BFS2Vec,doi_bioActivity,0.8,1st,1.0
45,BFS2Vec,doi_bioActivity,0.8,2nd,1.0
45,BFS2Vec,doi_bioActivity,0.8,3rd,1.0
45,BFS2Vec,doi_bioActivity,0.8,4th,1.0
45,BFS2Vec,doi_bioActivity,0.8,1st,1.0
45,BFS2Vec,doi_bioActivity,0.8,2nd,1.0
45,BFS2Vec,doi_bioActivity,0.8,3rd,1.0
45,BFS2Vec,doi_bioActivity,0.8,4th,1.0
45,BFS2Vec,doi_bioActivity,0.8,1st,1.0
45,BFS2Vec,doi_bioActivity,0.8,2nd,1.0
45,BFS2Vec,doi_bioActivity,0.8,3rd,1.0
45,BFS2Vec,doi_bioActivity,0.8,4th,1.0
45,BFS2Vec,doi_bioActivity,0.8,1st,1.0
45,BFS2Vec,doi_bioActivity,0.8,2nd,1.0
45,BFS2Vec,doi_bioActivity,0.8,3rd,1.0
45,BFS2Vec,doi_bioActivity,0.8,4th,1.0
45,BFS2Vec,doi_bioActivity,0.8,1st,1.0
45,BFS2Vec,doi_bioActivity,0.8,2nd,1.0
45,BFS2Vec,doi_bioActivity,0.8,3rd,1.0
45,BFS2Vec,doi_bioActivity,0.8,4th,1.0
50,BFS2Vec,doi_bioActivity,0.8,1st,1.0
50,BFS2Vec,doi_bioActivity,0.8,2nd,1.0
50,BFS2Vec,doi_bioActivity,0.8,3rd,1.0
50,BFS2Vec,doi_bioActivity,0.8,4th,1.0
50,BFS2Vec,doi_bioActivity,0.8,1st,1.0
50,BFS2Vec,doi_bioActivity,0.8,2nd,1.0
50,BFS2Vec,doi_bioActivity,0.8,3rd,1.0
50,BFS2Vec,doi_bioActivity,0.8,4th,1.0
50,BFS2Vec,doi_bioActivity,0.8,1st,1.0
50,BFS2Vec,doi_bioActivity,0.8,2nd,1.0
50,BFS2Vec,doi_bioActivity,0.8,3rd,1.0
50,BFS2Vec,doi_bioActivity,0.8,4th,1.0
50,BFS2Vec,doi_bioActivity,0.8,1st,1.0
50,BFS2Vec,doi_bioActivity,0.8,2nd,1.0
50,BFS2Vec,doi_bioActivity,0.8,3rd,1.0
50,BFS2Vec,doi_bioActivity,0.8,4th,1.0
50,BFS2Vec,doi_bioActivity,0.8,1st,1.0
50,BFS2Vec,doi_bioActivity,0.8,2nd,1.0
50,BFS2Vec,doi_bioActivity,0.8,3rd,1.0
50,BFS2Vec,doi_bioActivity,0.8,4th,1.0
50,BFS2Vec,doi_bioActivity,0.8,1st,1.0
50,BFS2Vec,doi_bioActivity,0.8,2nd,1.0
50,BFS2Vec,doi_bioActivity,0.8,3rd,1.0
50,BFS2Vec,doi_bioActivity,0.8,4th,1.0
50,BFS2Vec,doi_bioActivity,0.8,1st,1.0
